平成２８年　社会医療診療行為別統計　平成２８年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　熱傷及び腐食,54506 ,136590 ,54506 ,522580 ,126678843 ,52066 ,115678 ,19407658 ,16388 ,23849 ,3940300 ,531 ,926 ,1424921 ,4485 ,29201 ,2797324 ,1108 ,3164 ,825844 ,43082 ,212773 ,6949342 ,1356 ,4893 ,2556990 ,726 ,15330 ,3063615 ,177 ,465 ,156950 ,39426 ,95314 ,17377590 ,458 ,971 ,8621210 ,445 ,983 ,2122989 ,14 ,87 ,86200 ,67 ,128 ,60688 ,1130 ,8649 ,17447985 ,791 ,10148 ,39839036 ,1174 ,52362 ,33858328 
,　　中　　毒,160762 ,212421 ,160762 ,942177 ,158293637 ,152633 ,188792 ,48945615 ,47319 ,61983 ,10845722 ,745 ,915 ,1652152 ,11876 ,63667 ,6692841 ,2276 ,5179 ,1797696 ,144570 ,530458 ,16561163 ,7661 ,11758 ,4135091 ,448 ,6706 ,1479020 ,1024 ,2287 ,665425 ,44152 ,54328 ,5593795 ,458 ,486 ,1320353 ,206 ,395 ,185108 ,4 ,26 ,44490 ,209 ,429 ,190394 ,2298 ,7474 ,16866024 ,1834 ,7290 ,41318711 ,1916 ,32513 ,20879204 
,　　その他の損傷及びその他の外因の影響,1836297 ,4471878 ,1836297 ,21921846 ,5233482973 ,1745600 ,3603305 ,574357557 ,553653 ,747640 ,127202904 ,24597 ,46230 ,87050785 ,288377 ,1855297 ,191394975 ,854676 ,2363864 ,541145554 ,1145761 ,8325692 ,207029022 ,145369 ,362961 ,127879543 ,154152 ,1807162 ,368371697 ,4409 ,12586 ,4319704 ,693495 ,1783076 ,376278786 ,142864 ,151688 ,817333799 ,40703 ,71919 ,105603338 ,242 ,1021 ,1533984 ,5033 ,10090 ,4920135 ,54771 ,554081 ,1017100927 ,24990 ,224959 ,681871528 ,54762 ,2220282 ,1387279912 
入院,総数,2195779 ,34152066 ,2195779 ,160604388 ,111909259512 ,349727 ,277066 ,128384186 ,1082485 ,2394917 ,839375610 ,48389 ,47876 ,178363635 ,867231 ,13369641 ,1492658369 ,674674 ,2261944 ,768489738 ,1134459 ,66516640 ,1297815094 ,483811 ,3702600 ,1955796149 ,687960 ,26691218 ,5962981416 ,251610 ,2793705 ,550448779 ,465614 ,7034635 ,2034308734 ,450527 ,792795 ,18284316456 ,277785 ,527014 ,2353582521 ,21873 ,152428 ,333710030 ,190969 ,277856 ,165025774 ,2062655 ,24068468 ,41074816866 ,947830 ,9682738 ,34480639229 ,2033894 ,91999448 ,57687692286 
,Ⅰ　感染症及び寄生虫症,54651 ,693337 ,54651 ,3766940 ,2424111866 ,17403 ,13848 ,6801862 ,28627 ,58092 ,19139716 ,1057 ,1045 ,3959279 ,27577 ,557903 ,53031851 ,22372 ,78877 ,24136909 ,32029 ,1606975 ,86490387 ,16542 ,144557 ,78178240 ,13494 ,366773 ,77974718 ,1319 ,9719 ,1972800 ,12291 ,218960 ,59728041 ,5073 ,13489 ,109611179 ,1721 ,3779 ,14156460 ,286 ,947 ,875620 ,4090 ,6402 ,3038486 ,50579 ,421518 ,795801561 ,28086 ,263642 ,1088878009 ,47995 ,1666390 ,1055741691 
,　　腸管感染症,19232 ,145402 ,19232 ,786156 ,472576911 ,9469 ,7645 ,4035834 ,9643 ,16940 ,5437718 ,196 ,196 ,587365 ,8136 ,123938 ,12865184 ,7134 ,22073 ,7341997 ,12130 ,354819 ,5343111 ,5438 ,36000 ,13404709 ,1901 ,49626 ,10452499 ,115 ,723 ,148760 ,2168 ,26684 ,6237523 ,599 ,1080 ,9835822 ,255 ,431 ,1196371 ,14 ,43 ,28210 ,920 ,1473 ,786246 ,18087 ,77977 ,160514736 ,12206 ,66468 ,234360426 ,16949 ,296555 ,190921847 
,　　結　　　核,2679 ,54589 ,2679 ,480181 ,131657768 ,538 ,509 ,164243 ,1834 ,4744 ,1339885 ,37 ,34 ,144676 ,2320 ,91169 ,8371523 ,2151 ,12438 ,3080969 ,2226 ,247182 ,3554096 ,1256 ,16864 ,6327232 ,894 ,20083 ,4006344 ,92 ,718 ,133440 ,1377 ,30808 ,4586798 ,122 ,238 ,1595342 ,36 ,87 ,417942 ,5 ,29 ,68940 ,354 ,826 ,271950 ,2656 ,52931 ,92721034 ,96 ,1404 ,4625880 ,2480 ,148344 ,95152979 
,　　主として性的伝播様式をとる感染症,530 ,5651 ,530 ,28152 ,14091183 ,75 ,60 ,27565 ,246 ,479 ,177482 ,7 ,7 ,18879 ,255 ,4195 ,420089 ,110 ,398 ,139251 ,361 ,13204 ,386196 ,152 ,950 ,388921 ,46 ,1284 ,274655 ,73 ,742 ,143990 ,133 ,750 ,212354 ,161 ,187 ,1247412 ,138 ,179 ,291577 ,-,-,-,118 ,166 ,79840 ,498 ,4385 ,6618135 ,204 ,1166 ,3664837 ,463 ,14941 ,9604682 
,　　皮膚及び粘膜の病変を伴うウイルス疾患,4693 ,52407 ,4693 ,285705 ,158348228 ,1319 ,1157 ,424460 ,2635 ,5113 ,1591048 ,66 ,62 ,346568 ,1550 ,28077 ,2417756 ,1389 ,3844 ,1164122 ,3276 ,142259 ,2879911 ,1184 ,8115 ,6100867 ,883 ,28297 ,6481386 ,55 ,409 ,89125 ,892 ,14724 ,2788364 ,142 ,359 ,3665944 ,214 ,974 ,708446 ,8 ,62 ,119870 ,160 ,233 ,95510 ,4379 ,30887 ,60000419 ,2701 ,21124 ,69474342 ,4520 ,139252 ,88552652 
,　　ウイルス肝炎,3296 ,40712 ,3296 ,246749 ,172961944 ,426 ,343 ,136126 ,1851 ,3833 ,1260031 ,67 ,62 ,191781 ,2094 ,38539 ,4619244 ,1384 ,5175 ,1798094 ,2011 ,124639 ,56902586 ,1016 ,7312 ,4185520 ,595 ,16582 ,3433387 ,113 ,705 ,188135 ,714 ,7586 ,2832303 ,478 ,882 ,6474598 ,70 ,129 ,388440 ,16 ,80 ,92870 ,533 ,814 ,505980 ,3137 ,29600 ,55159566 ,1008 ,10439 ,34792993 ,3131 ,108871 ,70778540 
,　　その他のウイルス疾患,2521 ,28753 ,2521 ,146150 ,98163074 ,856 ,766 ,310902 ,1112 ,2091 ,701393 ,32 ,33 ,118982 ,1330 ,21598 ,2154755 ,860 ,2263 ,759043 ,1384 ,57883 ,2674320 ,711 ,4897 ,3974161 ,473 ,14867 ,3469364 ,39 ,160 ,32160 ,423 ,12445 ,1608201 ,97 ,281 ,1787920 ,35 ,38 ,52252 ,6 ,17 ,2200 ,156 ,235 ,117080 ,2369 ,17807 ,39321656 ,1299 ,10763 ,41078625 ,2326 ,71175 ,44295493 
,　　真　菌　症,5401 ,115757 ,5401 ,635607 ,321285258 ,445 ,323 ,137795 ,2297 ,5236 ,1885928 ,201 ,198 ,881534 ,2963 ,75300 ,6244578 ,2081 ,10516 ,2935692 ,3324 ,265256 ,6844723 ,1682 ,22147 ,13328990 ,2320 ,85069 ,18007244 ,488 ,4964 ,948655 ,2024 ,49906 ,9631491 ,627 ,1520 ,15773837 ,251 ,463 ,2313069 ,29 ,135 ,97810 ,482 ,746 ,347820 ,5042 ,92771 ,152028696 ,1329 ,21011 ,89790632 ,4884 ,306996 ,189724383 
,　　感染症及び寄生虫症の続発・後遺症,409 ,11124 ,409 ,51892 ,21547074 ,15 ,11 ,4696 ,120 ,263 ,89170 ,7 ,9 ,70352 ,160 ,3519 ,323625 ,120 ,582 ,153149 ,229 ,24151 ,350027 ,70 ,740 ,264038 ,212 ,4703 ,945484 ,22 ,223 ,36000 ,198 ,6553 ,1409081 ,13 ,30 ,49185 ,1 ,1 ,25672 ,-,-,-,7 ,16 ,4450 ,408 ,11091 ,17822145 ,-,-,-,390 ,33800 ,19876748 
,　　その他の感染症及び寄生虫症,15890 ,238942 ,15890 ,1106348 ,1033480426 ,4260 ,3034 ,1560241 ,8889 ,19393 ,6657061 ,444 ,444 ,1599142 ,8769 ,171568 ,15615097 ,7143 ,21588 ,6764592 ,7088 ,377582 ,7555417 ,5033 ,47532 ,30203802 ,6170 ,146262 ,30904355 ,322 ,1075 ,252535 ,4362 ,69504 ,30421926 ,2834 ,8912 ,69181119 ,721 ,1477 ,8762691 ,208 ,581 ,465720 ,1360 ,1893 ,829610 ,14003 ,104069 ,211615174 ,9243 ,131267 ,611090274 ,12852 ,546456 ,346834367 
,Ⅱ　新生物,290477 ,3441695 ,290477 ,14776262 ,18369661611 ,19266 ,12905 ,5675459 ,207751 ,489666 ,173695825 ,6586 ,6505 ,19496348 ,96556 ,1180001 ,173359427 ,82623 ,207008 ,82725859 ,147019 ,6982154 ,200398533 ,88275 ,495782 ,490199174 ,50298 ,990136 ,218059945 ,3192 ,9543 ,2123123 ,30193 ,342405 ,74910137 ,106138 ,202088 ,4173184282 ,65930 ,164399 ,772484369 ,16511 ,138819 ,317804070 ,92230 ,136097 ,92724069 ,261946 ,1067655 ,2682217882 ,217774 ,2349457 ,8890473003 ,274644 ,7914930 ,5196439171 
,　　胃の悪性新生物,25086 ,302176 ,25086 ,1326951 ,1537373223 ,1911 ,1301 ,557946 ,18837 ,46356 ,15502386 ,483 ,500 ,1621029 ,10654 ,113785 ,18197183 ,6789 ,22482 ,7384695 ,13755 ,627945 ,15298897 ,7429 ,48746 ,24000439 ,4515 ,78587 ,16492736 ,229 ,696 ,137790 ,2779 ,34060 ,6169727 ,10595 ,20132 ,435103299 ,4858 ,16293 ,68247121 ,329 ,1530 ,2112022 ,9120 ,13215 ,8595390 ,22800 ,100664 ,227483039 ,19164 ,200619 ,690393574 ,23121 ,608948 ,405663799 
,　　結腸の悪性新生物,24789 ,281359 ,24789 ,1328160 ,1522784467 ,2167 ,1688 ,679342 ,17239 ,42526 ,14839138 ,415 ,426 ,1064058 ,10422 ,127536 ,19410066 ,7242 ,27046 ,8934475 ,12700 ,632690 ,13979202 ,8074 ,48883 ,34916953 ,4679 ,86314 ,17919966 ,234 ,780 ,168065 ,3150 ,35822 ,8287141 ,8794 ,15261 ,402183509 ,5931 ,19317 ,80469170 ,195 ,792 ,1112318 ,7610 ,10717 ,6286711 ,22648 ,107015 ,247800771 ,16303 ,171183 ,664731966 ,22354 ,567744 ,372184239 
,　　直腸Ｓ状結腸移行部及び直腸の悪性新生物,13486 ,164901 ,13486 ,765938 ,976571459 ,812 ,538 ,240851 ,10445 ,26015 ,9019353 ,347 ,345 ,673488 ,4854 ,58835 ,7698173 ,3697 ,13147 ,4291710 ,7410 ,387142 ,9898387 ,4477 ,25731 ,23189097 ,2510 ,43684 ,9104696 ,121 ,353 ,76480 ,1545 ,16808 ,3315893 ,5177 ,8799 ,296888480 ,3813 ,12636 ,55991890 ,353 ,2492 ,4870186 ,3763 ,5206 ,3139930 ,12105 ,51225 ,118141748 ,10166 ,112891 ,430030187 ,12430 ,344683 ,228917286 
,　　肝及び肝内胆管の悪性新生物,13583 ,154070 ,13583 ,748148 ,776309007 ,892 ,540 ,258679 ,10047 ,22377 ,7687937 ,391 ,344 ,880626 ,3885 ,55254 ,6213777 ,5518 ,8294 ,5881113 ,6752 ,430099 ,15586106 ,2276 ,16593 ,5737205 ,1743 ,30393 ,6396416 ,109 ,408 ,87650 ,1532 ,12746 ,3549846 ,6815 ,9770 ,242044792 ,1274 ,3615 ,16707098 ,285 ,1696 ,4678858 ,1758 ,2134 ,1279240 ,12315 ,46740 ,103242073 ,10928 ,107129 ,356077431 ,13114 ,379870 ,257856684 
,　　気管，気管支及び肺の悪性新生物,32269 ,404077 ,32269 ,1811646 ,2033095249 ,2050 ,1261 ,577976 ,23794 ,57409 ,20648077 ,1079 ,1092 ,4984609 ,13412 ,151629 ,31406834 ,11316 ,31835 ,11450031 ,17105 ,911817 ,29453421 ,12730 ,53661 ,124577343 ,6051 ,92385 ,19818187 ,337 ,893 ,188860 ,3541 ,49226 ,9434466 ,3992 ,6555 ,277784485 ,2873 ,9330 ,59494379 ,2630 ,24944 ,46300550 ,8587 ,16046 ,10024513 ,28839 ,136952 ,322214991 ,24578 ,266415 ,1064734567 ,30930 ,1001141 ,653404326 
,　　乳房の悪性新生物,14537 ,127806 ,14537 ,554093 ,778920784 ,486 ,270 ,134100 ,11601 ,27236 ,9959807 ,167 ,179 ,580556 ,2926 ,30900 ,3172086 ,3246 ,5975 ,2597962 ,7511 ,265453 ,5466177 ,4162 ,11844 ,22855221 ,2608 ,30278 ,6604725 ,162 ,609 ,126005 ,1660 ,17093 ,2266879 ,7134 ,8265 ,249855751 ,6428 ,10951 ,59349910 ,445 ,4931 ,7456758 ,6274 ,12510 ,13117108 ,13169 ,44250 ,95900862 ,11271 ,83327 ,299476657 ,14202 ,310939 ,201373948 
,　　子宮の悪性新生物,7087 ,73901 ,7087 ,309271 ,414168046 ,263 ,146 ,77012 ,5540 ,12807 ,4486817 ,178 ,174 ,389334 ,1166 ,10637 ,1150208 ,1210 ,1524 ,745213 ,4106 ,169348 ,2779311 ,3407 ,8195 ,2677203 ,505 ,8176 ,1973921 ,88 ,237 ,50000 ,310 ,3141 ,805097 ,2175 ,4327 ,96922053 ,1647 ,4454 ,20244570 ,897 ,9314 ,23982034 ,1981 ,3241 ,1930946 ,5989 ,14814 ,41910028 ,6182 ,58691 ,214043849 ,6733 ,167494 ,109853501 
,　　悪性リンパ腫,11471 ,189854 ,11471 ,801691 ,1047070189 ,763 ,557 ,214949 ,9272 ,24894 ,8906373 ,234 ,221 ,501744 ,4512 ,69613 ,8757085 ,4431 ,7322 ,3224421 ,6317 ,376565 ,8883619 ,7089 ,38047 ,42518561 ,2931 ,62135 ,13592303 ,186 ,469 ,97490 ,879 ,10256 ,2751904 ,3341 ,11223 ,72761404 ,738 ,1189 ,5286168 ,802 ,5529 ,8353702 ,2998 ,3950 ,2388998 ,9942 ,40713 ,110504277 ,9633 ,149008 ,758327191 ,11080 ,483435 ,318887254 
,　　白　血　病,5572 ,108359 ,5572 ,484768 ,788923159 ,569 ,455 ,173885 ,4101 ,10708 ,4276590 ,122 ,99 ,284029 ,3156 ,63318 ,8053540 ,2061 ,6334 ,1639576 ,2824 ,198879 ,13770583 ,3333 ,36638 ,44210040 ,1422 ,25959 ,5459801 ,122 ,335 ,66185 ,595 ,4796 ,1746144 ,3542 ,23061 ,145894911 ,441 ,817 ,962865 ,675 ,2370 ,2365262 ,1912 ,2683 ,1455440 ,5050 ,28069 ,145699499 ,4441 ,80149 ,412863829 ,5330 ,278296 ,184841848 
,　　その他の悪性新生物,103869 ,1304256 ,103869 ,5186889 ,6462841694 ,7236 ,4422 ,2031251 ,72945 ,169512 ,60466078 ,2840 ,2812 ,7655904 ,31895 ,383117 ,52389085 ,29286 ,63801 ,26956965 ,50162 ,2366774 ,71806813 ,30287 ,173836 ,135568607 ,18286 ,366802 ,81050794 ,1327 ,3467 ,780080 ,10406 ,120300 ,27572153 ,33985 ,61346 ,1294124482 ,22178 ,51783 ,245230561 ,9419 ,82987 ,209445966 ,29074 ,40596 ,27398823 ,93256 ,380382 ,964112717 ,78381 ,914124 ,3256204975 ,98039 ,3002089 ,1968047656 
,　　良性新生物及びその他の新生物,38728 ,330936 ,38728 ,1458707 ,2031604334 ,2117 ,1727 ,729468 ,23930 ,49826 ,17903269 ,330 ,313 ,860971 ,9674 ,115377 ,16911390 ,7827 ,19248 ,9619698 ,18377 ,615442 ,13476017 ,5011 ,33608 ,29948505 ,5048 ,165423 ,39646400 ,277 ,1296 ,344518 ,3796 ,38157 ,9010887 ,20588 ,33349 ,659621116 ,15749 ,34014 ,160500637 ,481 ,2234 ,7126414 ,19153 ,25799 ,17106970 ,35833 ,116831 ,305207877 ,26727 ,205921 ,743588777 ,37311 ,770291 ,495408630 
,Ⅲ　血液及び造血器の疾患並びに免疫機構の障害,22333 ,277070 ,22333 ,1432036 ,1075901597 ,3694 ,2735 ,1238957 ,10427 ,22089 ,7948551 ,385 ,365 ,2292473 ,13180 ,197124 ,22107629 ,7195 ,23755 ,7562399 ,13899 ,656662 ,13567535 ,8085 ,57392 ,62985034 ,4777 ,118475 ,24610529 ,618 ,5415 ,1058365 ,5232 ,57277 ,17921446 ,7585 ,25213 ,138580612 ,1342 ,2294 ,7438613 ,402 ,1134 ,995492 ,2346 ,3428 ,1780802 ,17827 ,151319 ,274783629 ,9138 ,107243 ,490969127 ,17411 ,639355 ,407255031 
,　　貧　　血,14151 ,161763 ,14151 ,903386 ,452540622 ,1876 ,1475 ,612413 ,5519 ,11476 ,4259915 ,186 ,180 ,687812 ,9053 ,124626 ,14175901 ,3917 ,15324 ,4755044 ,10127 ,445726 ,7846688 ,5905 ,37148 ,16359386 ,2431 ,63599 ,13004656 ,435 ,4463 ,855665 ,3790 ,35480 ,9591283 ,5223 ,16399 ,70345225 ,833 ,1308 ,3022831 ,219 ,487 ,269390 ,1081 ,1668 ,851314 ,10533 ,110898 ,186977792 ,3401 ,33113 ,118865903 ,10152 ,377172 ,236283303 
,　　その他の血液及び造血器の疾患並びに免疫機構の障害,8182 ,115307 ,8182 ,528650 ,623360975 ,1818 ,1260 ,626544 ,4908 ,10613 ,3688636 ,199 ,185 ,1604661 ,4127 ,72498 ,7931728 ,3278 ,8431 ,2807355 ,3772 ,210936 ,5720847 ,2180 ,20244 ,46625648 ,2346 ,54876 ,11605873 ,183 ,952 ,202700 ,1442 ,21797 ,8330163 ,2362 ,8814 ,68235387 ,509 ,986 ,4415782 ,183 ,647 ,726102 ,1265 ,1760 ,929488 ,7294 ,40421 ,87805837 ,5737 ,74130 ,372103224 ,7259 ,262183 ,170971728 
,Ⅳ　内分泌、栄養及び代謝疾患 ,68264 ,1013872 ,68264 ,5475036 ,2666869289 ,10906 ,8453 ,3799030 ,35235 ,86650 ,27880665 ,7383 ,6886 ,19271446 ,31299 ,784225 ,57854108 ,24431 ,88109 ,29132679 ,37882 ,2555187 ,44958242 ,19058 ,192154 ,90784372 ,18431 ,475322 ,99216461 ,3106 ,28201 ,5671315 ,15736 ,233615 ,67818788 ,5847 ,9477 ,155453443 ,3243 ,5174 ,15227971 ,158 ,580 ,920436 ,2900 ,4897 ,2674752 ,64323 ,742529 ,1262664411 ,26581 ,253210 ,783175251 ,63251 ,2794341 ,1770040827 
,　　甲状腺障害,2945 ,39500 ,2945 ,237338 ,112569253 ,384 ,326 ,130166 ,1533 ,3518 ,1413279 ,63 ,60 ,451531 ,1585 ,32115 ,3385807 ,1074 ,4156 ,1381709 ,1919 ,120143 ,2542905 ,823 ,6152 ,6642791 ,588 ,16718 ,3561592 ,238 ,2110 ,549355 ,719 ,10989 ,2730159 ,505 ,625 ,9662625 ,440 ,740 ,3636743 ,74 ,269 ,370762 ,483 ,776 ,491500 ,2603 ,30024 ,48116461 ,1006 ,8605 ,27501748 ,2673 ,106195 ,66757672 
,　　糖　尿　病,35033 ,550644 ,35033 ,2896149 ,1392474979 ,3271 ,2702 ,1056298 ,19546 ,53766 ,16290678 ,6465 ,5990 ,15876966 ,13909 ,441682 ,26732159 ,10982 ,36217 ,12357160 ,19077 ,1376848 ,23084387 ,8033 ,91867 ,24434422 ,9460 ,230919 ,47229068 ,1202 ,10330 ,2076945 ,6945 ,96930 ,39479454 ,3174 ,4913 ,96425204 ,1817 ,2646 ,4953428 ,36 ,183 ,320124 ,1086 ,1818 ,901490 ,32985 ,393430 ,653411562 ,13759 ,145749 ,427481795 ,33401 ,1612924 ,1026824015 
,　　その他の内分泌，栄養及び代謝疾患,30286 ,423728 ,30286 ,2341549 ,1161825057 ,7251 ,5425 ,2612566 ,14156 ,29366 ,10176708 ,855 ,836 ,2942949 ,15805 ,310428 ,27736142 ,12375 ,47736 ,15393810 ,16886 ,1058196 ,19330950 ,10202 ,94135 ,59707159 ,8383 ,227685 ,48425801 ,1666 ,15761 ,3045015 ,8072 ,125696 ,25609175 ,2168 ,3939 ,49365614 ,986 ,1788 ,6637800 ,48 ,128 ,229550 ,1331 ,2303 ,1281762 ,28735 ,319075 ,561136388 ,11816 ,98856 ,328191708 ,27177 ,1075222 ,676459140 
,Ⅴ　精神及び行動の障害,216193 ,5988216 ,216193 ,22472094 ,8349471339 ,5573 ,4905 ,2209269 ,46852 ,102547 ,38367322 ,392 ,348 ,998346 ,86703 ,921046 ,76260688 ,26554 ,93098 ,27580702 ,110325 ,12039982 ,235533545 ,24256 ,190257 ,71725750 ,11870 ,290812 ,62087801 ,187156 ,2254749 ,444133290 ,32941 ,588136 ,52576792 ,1268 ,2059 ,17703780 ,507 ,985 ,1934544 ,43 ,223 ,400630 ,395 ,845 ,359090 ,215665 ,5970707 ,7283114206 ,1686 ,10991 ,33935624 ,212480 ,17352142 ,11339132019 
,　　血管性及び詳細不明の認知症,21850 ,613803 ,21850 ,1617490 ,859993543 ,649 ,622 ,193569 ,2206 ,4537 ,1650379 ,38 ,37 ,40162 ,5262 ,85100 ,6183868 ,3070 ,11231 ,3862600 ,6176 ,594685 ,7860543 ,2160 ,32898 ,8959571 ,2874 ,51711 ,9690846 ,12640 ,124049 ,23347315 ,4102 ,98472 ,9966011 ,204 ,305 ,953218 ,23 ,52 ,59079 ,2 ,22 ,51660 ,43 ,81 ,21238 ,21833 ,611324 ,780412775 ,220 ,2363 ,6466116 ,21215 ,1798385 ,1119773122 
,　　精神作用物質使用による精神及び行動の障害,9818 ,214743 ,9818 ,918772 ,329525132 ,1677 ,1597 ,991327 ,3072 ,5749 ,2165370 ,43 ,27 ,419353 ,4515 ,62408 ,4831409 ,1806 ,5740 ,1928185 ,5137 ,506762 ,7530411 ,1604 ,11766 ,2177142 ,257 ,4545 ,901947 ,7751 ,88074 ,17939165 ,1108 ,17245 ,1446440 ,66 ,90 ,422200 ,16 ,30 ,68413 ,3 ,3 ,440 ,52 ,96 ,45870 ,9773 ,212418 ,279600737 ,997 ,2138 ,9055883 ,8863 ,607068 ,412299719 
,　　統合失調症，統合失調症型障害及び妄想性障害,129092 ,3762693 ,129092 ,13988939 ,4908172077 ,1126 ,925 ,330645 ,28136 ,63614 ,23884276 ,95 ,79 ,71184 ,54377 ,474637 ,39003457 ,12454 ,39111 ,9724556 ,67864 ,7662218 ,166052986 ,13708 ,80947 ,38524943 ,2534 ,35957 ,7605587 ,123984 ,1575765 ,301162791 ,17940 ,295655 ,21479894 ,393 ,418 ,2440297 ,157 ,287 ,340655 ,4 ,48 ,71690 ,91 ,214 ,82928 ,128912 ,3758893 ,4297366779 ,1 ,2 ,8226 ,128173 ,10980790 ,7239049046 
,　　気分［感情］障害（躁うつ病を含む）,28587 ,717437 ,28587 ,3087127 ,1129128378 ,929 ,789 ,282265 ,7113 ,15663 ,5691393 ,110 ,105 ,145535 ,11588 ,139157 ,12047341 ,4324 ,15726 ,5486431 ,16333 ,1797359 ,29605993 ,2848 ,25884 ,7712050 ,2231 ,48153 ,10133547 ,25057 ,272918 ,62408433 ,3956 ,54190 ,5299154 ,193 ,301 ,2370585 ,133 ,265 ,356061 ,11 ,48 ,81410 ,67 ,138 ,62050 ,28458 ,712824 ,978532729 ,277 ,3558 ,8826607 ,28233 ,2045893 ,1329751254 
,　　神経症性障害，ストレス関連障害及び身体表現性障害,7420 ,159739 ,7420 ,724341 ,275249152 ,614 ,467 ,234853 ,1835 ,3825 ,1397659 ,38 ,38 ,142295 ,3325 ,49582 ,5198774 ,1640 ,7343 ,2448166 ,4501 ,405426 ,6132809 ,1406 ,10601 ,4666674 ,593 ,17544 ,3699096 ,5257 ,53529 ,11488986 ,1193 ,16052 ,2377326 ,149 ,404 ,5467727 ,95 ,201 ,416578 ,6 ,28 ,45640 ,65 ,155 ,77136 ,7357 ,159095 ,231454923 ,-,-,-,7151 ,439577 ,287075897 
,　　知的障害〈精神遅滞〉,4514 ,130574 ,4514 ,541875 ,199153645 ,39 ,33 ,12506 ,1027 ,1912 ,786997 ,8 ,7 ,43691 ,1947 ,20576 ,1697019 ,587 ,1969 ,449324 ,2602 ,298099 ,5013628 ,400 ,3863 ,1467597 ,865 ,10155 ,2086712 ,2727 ,33898 ,6579780 ,1404 ,40822 ,4143387 ,21 ,30 ,126727 ,6 ,7 ,42906 ,-,-,-,7 ,15 ,6780 ,4496 ,130489 ,176696591 ,-,-,-,4411 ,376309 ,245683851 
,　　その他の精神及び行動の障害,14912 ,389227 ,14912 ,1593550 ,648249412 ,539 ,472 ,164104 ,3463 ,7247 ,2791248 ,60 ,55 ,136126 ,5689 ,89586 ,7298820 ,2673 ,11978 ,3681440 ,7712 ,775433 ,13337175 ,2130 ,24298 ,8217773 ,2516 ,122747 ,27970066 ,9740 ,106516 ,21206820 ,3238 ,65700 ,7864580 ,242 ,511 ,5923026 ,77 ,143 ,650852 ,17 ,74 ,149790 ,70 ,146 ,63088 ,14836 ,385664 ,539049672 ,191 ,2930 ,9578792 ,14434 ,1104120 ,705499130 
,Ⅵ　神経系の疾患,128589 ,2833554 ,128589 ,12286458 ,6129830357 ,11670 ,9263 ,4232061 ,40133 ,83735 ,30114653 ,2496 ,2584 ,8945629 ,46268 ,715894 ,71004639 ,34514 ,111717 ,41257911 ,56809 ,5276178 ,96672262 ,17064 ,200030 ,81528072 ,49802 ,1622263 ,376759223 ,29381 ,285101 ,54968290 ,36543 ,1135930 ,214704547 ,5745 ,8784 ,172842726 ,4244 ,7167 ,32730069 ,74 ,309 ,712710 ,1985 ,2796 ,1189026 ,125935 ,2592571 ,4026026219 ,23916 ,231492 ,915583927 ,117884 ,8075649 ,4946259386 
