平成２７年　社会医療診療行為別統計　平成２７年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　その他の損傷及びその他の外因の影響,1811825 ,4453667 ,1811825 ,22035074 ,5214172653 ,1720595 ,3571877 ,574810452 ,553032 ,749781 ,118721588 ,22663 ,42418 ,78253738 ,279445 ,1830970 ,184014569 ,837707 ,2313254 ,521927893 ,1138043 ,8528657 ,216012266 ,145841 ,378680 ,131834418 ,145942 ,1743484 ,351136216 ,4418 ,12552 ,4478270 ,705256 ,1822589 ,371099211 ,147177 ,156872 ,848804840 ,41020 ,73934 ,109719783 ,239 ,1236 ,2084074 ,4810 ,9493 ,4505283 ,55390 ,570260 ,995609068 ,26019 ,228649 ,699936465 ,55795 ,2267845 ,1432294682 
入院,総数,2181607 ,34351019 ,2181607 ,167892176 ,109599156089 ,271117 ,271320 ,108890593 ,1052896 ,2237807 ,769666347 ,47170 ,46418 ,178172404 ,903180 ,14934466 ,1595235081 ,696172 ,2516626 ,840404375 ,1184320 ,72245123 ,1416358441 ,539654 ,4307203 ,2313177305 ,661983 ,25323666 ,5639670657 ,250497 ,2639842 ,518182438 ,508930 ,7661763 ,2103468084 ,443157 ,779679 ,17121482066 ,268297 ,527163 ,2218091189 ,22742 ,151212 ,338204163 ,188902 ,284823 ,161303381 ,2045257 ,24939414 ,41779808144 ,897577 ,9011753 ,32480470912 ,2018123 ,92350184 ,58753454690 
,Ⅰ　感染症及び寄生虫症,54820 ,704419 ,54820 ,4066540 ,2403047498 ,13224 ,13233 ,5661636 ,27557 ,54158 ,17143410 ,1017 ,1027 ,3726949 ,28220 ,604691 ,56433695 ,23243 ,85811 ,25967422 ,33504 ,1814689 ,45611603 ,19203 ,172623 ,95951445 ,13101 ,345377 ,73552857 ,1341 ,9369 ,1948295 ,13533 ,244058 ,64177615 ,5173 ,14028 ,111825498 ,1791 ,3969 ,14288779 ,331 ,1028 ,993510 ,4121 ,6729 ,3097044 ,50712 ,447872 ,823986403 ,26564 ,247395 ,1057900914 ,48081 ,1679775 ,1086197468 
,　　腸管感染症,19009 ,146436 ,19009 ,864195 ,466414621 ,7240 ,7243 ,3376147 ,8847 ,14964 ,4514091 ,214 ,210 ,721363 ,8121 ,139482 ,13880494 ,7285 ,24386 ,7983610 ,12417 ,405296 ,6610665 ,6515 ,42211 ,15442613 ,1803 ,50802 ,10726027 ,112 ,414 ,89000 ,2502 ,30843 ,6629494 ,628 ,1118 ,10635771 ,269 ,443 ,1243920 ,15 ,85 ,166532 ,867 ,1556 ,829160 ,17986 ,87726 ,176881480 ,11135 ,57387 ,206683309 ,16746 ,300497 ,194956726 
,　　結　　　核,2833 ,57414 ,2833 ,523513 ,137379423 ,514 ,514 ,158378 ,1891 ,4926 ,1359626 ,51 ,51 ,155530 ,2454 ,90916 ,8314975 ,2276 ,12481 ,3104978 ,2405 ,284437 ,3874615 ,1381 ,17798 ,6936354 ,844 ,19087 ,3819321 ,123 ,990 ,186610 ,1442 ,33553 ,5317515 ,132 ,288 ,2374396 ,45 ,99 ,402771 ,3 ,8 ,880 ,367 ,910 ,290840 ,2814 ,55980 ,96550232 ,95 ,1358 ,4448702 ,2663 ,157170 ,103085590 
,　　主として性的伝播様式をとる感染症,566 ,6439 ,566 ,31953 ,15253940 ,67 ,67 ,25564 ,238 ,410 ,145212 ,6 ,5 ,15518 ,311 ,4965 ,495713 ,154 ,616 ,169518 ,384 ,13737 ,371713 ,218 ,1469 ,642154 ,64 ,1862 ,411659 ,79 ,710 ,141235 ,163 ,1318 ,420397 ,161 ,173 ,851012 ,138 ,184 ,295853 ,1 ,2 ,220 ,114 ,166 ,77630 ,526 ,5341 ,8192390 ,169 ,928 ,2998152 ,493 ,16567 ,10730326 
,　　皮膚及び粘膜の病変を伴うウイルス疾患,4884 ,54776 ,4884 ,307493 ,161584571 ,1148 ,1151 ,386101 ,2581 ,4849 ,1481827 ,67 ,65 ,204385 ,1823 ,31133 ,2752015 ,1561 ,4422 ,1346040 ,3521 ,159080 ,3193690 ,1460 ,10042 ,7314171 ,815 ,25100 ,5714292 ,72 ,522 ,132515 ,1052 ,15459 ,3095576 ,142 ,300 ,3639652 ,215 ,878 ,645011 ,9 ,44 ,106680 ,173 ,248 ,101185 ,4518 ,33514 ,62250075 ,2687 ,20657 ,69221057 ,4685 ,144230 ,92878020 
,　　ウイルス肝炎,3356 ,42289 ,3356 ,268825 ,131646828 ,357 ,357 ,126314 ,1814 ,3718 ,1190713 ,77 ,72 ,212631 ,2154 ,41365 ,4571045 ,1393 ,5615 ,1869770 ,2119 ,138845 ,11355289 ,1198 ,9793 ,7245145 ,612 ,16203 ,3335404 ,107 ,639 ,144995 ,756 ,8685 ,3180546 ,458 ,899 ,6388051 ,75 ,171 ,436736 ,19 ,49 ,97280 ,557 ,864 ,470915 ,3159 ,31253 ,55262280 ,1086 ,10250 ,35759244 ,3172 ,112565 ,73807772 
,　　その他のウイルス疾患,2395 ,28372 ,2395 ,156270 ,92997649 ,644 ,644 ,245425 ,1013 ,1772 ,602196 ,19 ,18 ,64730 ,1240 ,24327 ,2499956 ,879 ,2803 ,903887 ,1448 ,67042 ,3151024 ,802 ,5727 ,4821757 ,457 ,11984 ,2793369 ,40 ,160 ,34050 ,456 ,13008 ,1623311 ,89 ,311 ,1681922 ,31 ,49 ,86035 ,11 ,21 ,2788 ,155 ,282 ,142108 ,2259 ,19028 ,40019955 ,1118 ,9094 ,34325070 ,2189 ,70262 ,45026868 
,　　真　菌　症,5391 ,115714 ,5391 ,664777 ,323018505 ,322 ,322 ,112319 ,2386 ,5231 ,1821039 ,168 ,173 ,755027 ,3015 ,80470 ,6439709 ,2142 ,10540 ,2964798 ,3403 ,290529 ,7452245 ,1829 ,26265 ,17027945 ,2325 ,78603 ,16673400 ,445 ,4315 ,878945 ,2097 ,51852 ,10543817 ,594 ,1524 ,14692754 ,233 ,464 ,2085072 ,38 ,181 ,228130 ,415 ,640 ,312130 ,4998 ,92817 ,148559721 ,1279 ,20763 ,92040751 ,4838 ,303734 ,192506060 
,　　感染症及び寄生虫症の続発・後遺症,454 ,11752 ,454 ,58018 ,23945613 ,25 ,25 ,8720 ,142 ,292 ,100274 ,14 ,14 ,150324 ,201 ,4232 ,380311 ,156 ,655 ,204020 ,255 ,27257 ,377133 ,89 ,1002 ,368992 ,236 ,5388 ,1127232 ,29 ,240 ,38520 ,230 ,7067 ,1505188 ,16 ,24 ,578113 ,4 ,19 ,44554 ,1 ,3 ,9900 ,7 ,23 ,9700 ,454 ,11747 ,19042332 ,-,-,-,431 ,35785 ,21860000 
,　　その他の感染症及び寄生虫症,15932 ,241227 ,15932 ,1191496 ,1050806348 ,2907 ,2910 ,1222668 ,8645 ,17996 ,5928432 ,401 ,419 ,1447441 ,8901 ,187801 ,17099477 ,7397 ,24293 ,7420801 ,7552 ,428466 ,9225229 ,5711 ,58316 ,36152314 ,5945 ,136348 ,28952153 ,334 ,1379 ,302425 ,4835 ,82273 ,31861771 ,2953 ,9391 ,70983827 ,781 ,1662 ,9048827 ,234 ,635 ,381100 ,1466 ,2040 ,863376 ,13998 ,110466 ,217227938 ,8995 ,126958 ,612424629 ,12864 ,538965 ,351346106 
,Ⅱ　新生物,280750 ,3428636 ,280750 ,16031180 ,17424013880 ,12544 ,12550 ,4183102 ,196332 ,440526 ,156275991 ,6268 ,6131 ,19497804 ,106197 ,1484554 ,192162855 ,86290 ,268302 ,103333900 ,153673 ,7863058 ,231369361 ,94763 ,611528 ,574288479 ,45136 ,877931 ,194176443 ,2881 ,8769 ,1936230 ,38374 ,424878 ,83023988 ,100525 ,193260 ,3793052030 ,62249 ,164247 ,709413737 ,16667 ,134498 ,313756312 ,87215 ,133330 ,86344894 ,253484 ,1259408 ,2882984322 ,200244 ,2146801 ,8078163475 ,265756 ,7888769 ,5201242128 
,　　胃の悪性新生物,24578 ,307789 ,24578 ,1452511 ,1479227060 ,1233 ,1233 ,413120 ,18233 ,42863 ,13809918 ,488 ,491 ,1691795 ,11378 ,140110 ,19917762 ,7287 ,26975 ,8638401 ,14654 ,702815 ,18744329 ,8381 ,64752 ,30805858 ,4118 ,72735 ,15348122 ,202 ,653 ,149325 ,3460 ,41901 ,6962635 ,9977 ,19348 ,411088770 ,4722 ,17198 ,65224209 ,373 ,1342 ,1783386 ,8638 ,13011 ,8050261 ,22279 ,117526 ,247814428 ,17920 ,189514 ,628856340 ,22656 ,624196 ,416820722 
,　　結腸の悪性新生物,23887 ,279157 ,23887 ,1426462 ,1422789430 ,1608 ,1609 ,540782 ,16385 ,38454 ,13359932 ,414 ,403 ,1086804 ,11181 ,151200 ,20864499 ,7761 ,32066 ,10649808 ,13065 ,701087 ,15382711 ,8559 ,59610 ,45015130 ,3996 ,75008 ,15681743 ,205 ,807 ,169165 ,3772 ,43757 ,8555893 ,8238 ,14183 ,341967347 ,5670 ,19760 ,72992152 ,204 ,848 ,1704522 ,7328 ,10947 ,6188218 ,21864 ,119691 ,256491324 ,15115 ,156926 ,612167197 ,21635 ,562178 ,370432998 
,　　直腸Ｓ状結腸移行部及び直腸の悪性新生物,13345 ,166133 ,13345 ,821327 ,957855924 ,595 ,595 ,195550 ,10277 ,24676 ,8613653 ,359 ,353 ,670280 ,5233 ,65770 ,8184710 ,3889 ,15220 ,5186407 ,7922 ,433618 ,11128299 ,4836 ,29511 ,28304135 ,2229 ,37490 ,7961074 ,111 ,293 ,59410 ,1759 ,19275 ,3838563 ,4958 ,8426 ,277557324 ,3698 ,12984 ,52563236 ,304 ,2174 ,4164476 ,3739 ,5347 ,3064388 ,11883 ,55984 ,119768311 ,9957 ,109561 ,426570294 ,12394 ,347644 ,231283822 
,　　肝及び肝内胆管の悪性新生物,13635 ,158735 ,13635 ,831342 ,770751803 ,451 ,451 ,151122 ,9856 ,21053 ,7056669 ,361 ,313 ,1002483 ,4276 ,67769 ,7052204 ,5607 ,9763 ,6474837 ,7300 ,493377 ,15610653 ,2763 ,21889 ,9222881 ,1600 ,26427 ,5549907 ,105 ,279 ,61620 ,1841 ,14925 ,4208253 ,6706 ,9512 ,225271842 ,1177 ,3269 ,14534943 ,289 ,1754 ,4442626 ,1641 ,2024 ,1153770 ,12317 ,52930 ,110791277 ,10775 ,105570 ,358127026 ,13140 ,391568 ,266849266 
,　　気管，気管支及び肺の悪性新生物,30630 ,404161 ,30630 ,1984370 ,1848355456 ,1243 ,1244 ,397387 ,22086 ,51014 ,18384555 ,982 ,1018 ,4716023 ,13915 ,188901 ,31347840 ,12002 ,42075 ,14915247 ,17523 ,1028994 ,33615535 ,13307 ,65442 ,63311315 ,5510 ,86058 ,18643114 ,303 ,851 ,190585 ,4502 ,60422 ,11017178 ,3526 ,6103 ,228519947 ,2416 ,8519 ,48443134 ,2737 ,25522 ,47041506 ,7458 ,14732 ,8772025 ,27564 ,163899 ,355027629 ,21931 ,239479 ,964005395 ,29243 ,1003077 ,655363306 
,　　乳房の悪性新生物,12980 ,119957 ,12980 ,566448 ,694102885 ,239 ,239 ,76373 ,10162 ,23157 ,8837723 ,155 ,156 ,495367 ,3581 ,39891 ,3961180 ,3079 ,7324 ,2876220 ,7343 ,280793 ,7007250 ,4386 ,14107 ,36501307 ,2311 ,26125 ,5603126 ,141 ,632 ,151015 ,2298 ,21289 ,2472828 ,6165 ,7130 ,216153982 ,5564 ,9563 ,51374998 ,418 ,4727 ,7027942 ,5511 ,11567 ,11634400 ,11835 ,52653 ,110092836 ,8985 ,67091 ,229836249 ,12678 ,293011 ,189997246 
,　　子宮の悪性新生物,6834 ,72839 ,6834 ,327267 ,387873676 ,158 ,158 ,53511 ,5181 ,11243 ,3991869 ,207 ,202 ,489102 ,1555 ,17074 ,1775334 ,1292 ,2766 ,991270 ,4221 ,182698 ,3044391 ,3449 ,9744 ,5216826 ,437 ,6140 ,1299847 ,77 ,197 ,45030 ,527 ,3672 ,775931 ,1956 ,3870 ,82155284 ,1475 ,4140 ,17102507 ,918 ,9610 ,23996499 ,1801 ,3229 ,1872126 ,5787 ,18206 ,44796989 ,5693 ,54256 ,200018140 ,6516 ,166390 ,109325910 
,　　悪性リンパ腫,10659 ,177747 ,10659 ,835933 ,957899048 ,551 ,551 ,173947 ,8336 ,20454 ,7369485 ,227 ,205 ,550927 ,4865 ,89969 ,10571289 ,4168 ,10178 ,4520739 ,6258 ,414838 ,10230313 ,6748 ,42371 ,64845663 ,2385 ,46737 ,10150446 ,161 ,385 ,80500 ,1221 ,12432 ,2665698 ,3034 ,10043 ,66684891 ,679 ,1126 ,4819511 ,716 ,4942 ,7167437 ,2813 ,3981 ,2331118 ,9403 ,52542 ,125279937 ,8343 ,125091 ,640622016 ,10252 ,451995 ,298891782 
,　　白　血　病,5417 ,108308 ,5417 ,543250 ,780826436 ,410 ,410 ,132915 ,3817 ,9461 ,3817535 ,108 ,83 ,233531 ,3176 ,77765 ,9434287 ,2159 ,8039 ,2012263 ,3004 ,237551 ,15101614 ,3422 ,44125 ,55544759 ,1310 ,22433 ,4727213 ,118 ,277 ,54340 ,725 ,5746 ,1621920 ,3588 ,23298 ,147624243 ,380 ,667 ,1011457 ,703 ,2353 ,1855363 ,1828 ,2705 ,1443360 ,4949 ,35012 ,152911673 ,4007 ,73284 ,383299553 ,5221 ,279816 ,185902400 
,　　その他の悪性新生物,101581 ,1300812 ,101581 ,5710318 ,6179433460 ,4299 ,4302 ,1390427 ,69389 ,152687 ,54311867 ,2649 ,2613 ,7653308 ,36307 ,514361 ,61443112 ,30737 ,89336 ,35609444 ,53350 ,2714496 ,86623684 ,32783 ,220155 ,204656686 ,16564 ,329566 ,73505652 ,1202 ,2989 ,652755 ,13588 ,156918 ,31470580 ,32376 ,59635 ,1188341456 ,21293 ,52468 ,230048133 ,9353 ,78643 ,200384578 ,27879 ,40391 ,25936842 ,91586 ,456765 ,1045520417 ,72175 ,834362 ,2932056783 ,96023 ,2987315 ,1970069818 
,　　良性新生物及びその他の新生物,37204 ,332998 ,37204 ,1531952 ,1944898702 ,1757 ,1758 ,657968 ,22610 ,45464 ,16722785 ,318 ,294 ,908184 ,10730 ,131744 ,17610638 ,8309 ,24560 ,11459264 ,19033 ,672791 ,14880582 ,6129 ,39822 ,30863919 ,4676 ,149212 ,35706199 ,256 ,1406 ,322485 ,4681 ,44541 ,9434509 ,20001 ,31712 ,607686944 ,15175 ,34553 ,151299457 ,652 ,2583 ,14187977 ,18579 ,25396 ,15898386 ,34017 ,134200 ,314489501 ,25343 ,191667 ,702604482 ,35998 ,781579 ,506304858 
,Ⅲ　血液及び造血器の疾患並びに免疫機構の障害,23219 ,288560 ,23219 ,1566055 ,1138012834 ,2663 ,2663 ,998979 ,10557 ,21360 ,7546407 ,407 ,408 ,2502377 ,13924 ,221303 ,24224322 ,7612 ,26364 ,8315134 ,14956 ,742767 ,15194463 ,8997 ,66061 ,68105178 ,4573 ,114682 ,23907134 ,659 ,5734 ,1145680 ,5711 ,61854 ,20043368 ,7858 ,26134 ,142976987 ,1463 ,2487 ,8531665 ,501 ,1476 ,1097291 ,2500 ,3694 ,1863802 ,18442 ,165440 ,299115037 ,9022 ,103519 ,512389646 ,18011 ,663418 ,427564654 
,　　貧　　血,14911 ,170784 ,14911 ,987727 ,469586773 ,1410 ,1410 ,492503 ,5713 ,11487 ,4179263 ,205 ,199 ,602263 ,9579 ,138542 ,15369213 ,4197 ,16149 ,5148495 ,10833 ,499938 ,8717744 ,6393 ,41409 ,21011763 ,2331 ,62473 ,12762116 ,481 ,4744 ,909275 ,4156 ,38890 ,11433100 ,5408 ,16847 ,69249860 ,931 ,1428 ,3292166 ,239 ,521 ,210630 ,1182 ,1861 ,926884 ,10970 ,118572 ,198120903 ,3403 ,33241 ,117107275 ,10637 ,397428 ,252117466 
,　　その他の血液及び造血器の疾患並びに免疫機構の障害,8308 ,117776 ,8308 ,578328 ,668426061 ,1253 ,1253 ,506476 ,4844 ,9873 ,3367144 ,202 ,209 ,1900114 ,4345 ,82761 ,8855109 ,3415 ,10215 ,3166639 ,4123 ,242829 ,6476719 ,2604 ,24652 ,47093415 ,2242 ,52209 ,11145018 ,178 ,990 ,236405 ,1555 ,22964 ,8610268 ,2450 ,9287 ,73727127 ,532 ,1059 ,5239499 ,262 ,955 ,886661 ,1318 ,1833 ,936918 ,7472 ,46868 ,100994134 ,5619 ,70278 ,395282371 ,7374 ,265990 ,175447188 
,Ⅳ　内分泌、栄養及び代謝疾患 ,68990 ,1035480 ,68990 ,5888477 ,2679158842 ,8575 ,8586 ,3322801 ,35074 ,82694 ,24774172 ,7442 ,6903 ,18989830 ,32988 ,881098 ,63343920 ,25406 ,96281 ,31558496 ,39975 ,2813692 ,48942148 ,21098 ,221215 ,97852028 ,18189 ,467882 ,98264892 ,2975 ,25886 ,5144883 ,16818 ,247019 ,67865558 ,6040 ,9761 ,155832062 ,3223 ,4894 ,14368351 ,220 ,803 ,1978700 ,2910 ,5045 ,2690327 ,64798 ,774497 ,1294950735 ,25798 ,241761 ,748509597 ,63979 ,2847390 ,1830578250 
,　　甲状腺障害,2932 ,40188 ,2932 ,249164 ,109063636 ,310 ,310 ,112005 ,1503 ,3346 ,1309903 ,57 ,53 ,159367 ,1653 ,35907 ,3673946 ,1086 ,4821 ,1656104 ,1950 ,126069 ,2155495 ,901 ,7394 ,3604598 ,621 ,16712 ,3498352 ,213 ,1609 ,362050 ,795 ,11183 ,2759194 ,474 ,601 ,8528295 ,398 ,672 ,3302008 ,89 ,347 ,585788 ,452 ,754 ,462593 ,2603 ,31181 ,50309344 ,954 ,8175 ,26584288 ,2675 ,107679 ,68556318 
,　　糖　尿　病,35490 ,569144 ,35490 ,3144655 ,1414796981 ,2764 ,2770 ,948039 ,19697 ,51792 ,14321998 ,6523 ,6010 ,16146996 ,15058 ,499915 ,29547153 ,11537 ,39699 ,13427041 ,20261 ,1531418 ,25248384 ,9029 ,104668 ,31337801 ,9320 ,228651 ,47402971 ,1210 ,10423 ,2070858 ,7300 ,102526 ,38555471 ,3253 ,4882 ,97869167 ,1871 ,2495 ,4783549 ,44 ,206 ,605482 ,1082 ,1864 ,914286 ,33269 ,415532 ,679899060 ,13393 ,141508 ,411523859 ,33897 ,1665855 ,1076282876 
,　　その他の内分泌，栄養及び代謝疾患,30568 ,426148 ,30568 ,2494658 ,1155298225 ,5501 ,5506 ,2262757 ,13874 ,27556 ,9142271 ,862 ,840 ,2683467 ,16277 ,345276 ,30122821 ,12783 ,51761 ,16475351 ,17764 ,1156205 ,21538269 ,11168 ,109153 ,62909629 ,8248 ,222519 ,47363569 ,1552 ,13854 ,2711975 ,8723 ,133310 ,26550893 ,2313 ,4278 ,49434600 ,954 ,1727 ,6282794 ,87 ,250 ,787430 ,1376 ,2427 ,1313448 ,28926 ,327784 ,564742331 ,11451 ,92078 ,310401450 ,27407 ,1073856 ,685739056 
,Ⅴ　精神及び行動の障害,218118 ,6062747 ,218118 ,22858478 ,8339003148 ,4766 ,4777 ,1934949 ,46705 ,100047 ,36825450 ,391 ,339 ,1204768 ,88712 ,941771 ,77575327 ,26572 ,94361 ,27834299 ,111977 ,12439490 ,256359814 ,24522 ,202995 ,73394021 ,11789 ,278907 ,59754154 ,188012 ,2137782 ,419256007 ,33576 ,595558 ,53283733 ,1344 ,2102 ,18622507 ,571 ,1305 ,2270958 ,53 ,278 ,735956 ,397 ,859 ,393890 ,217623 ,6046691 ,7277451379 ,1485 ,9673 ,29948649 ,214485 ,17556063 ,11517815838 
,　　血管性及び詳細不明の認知症,22276 ,626662 ,22276 ,1662442 ,869997168 ,664 ,664 ,196350 ,2303 ,4550 ,1632234 ,31 ,25 ,62035 ,5420 ,92397 ,6609640 ,3170 ,11724 ,4103557 ,6402 ,626552 ,8501475 ,2281 ,35848 ,10336741 ,2763 ,46993 ,9132649 ,12496 ,113879 ,21290560 ,4237 ,102543 ,10290755 ,240 ,364 ,1582771 ,23 ,69 ,111193 ,4 ,23 ,45520 ,47 ,95 ,36590 ,22258 ,624400 ,789495085 ,213 ,2162 ,5948972 ,21608 ,1840395 ,1163150282 
,　　精神作用物質使用による精神及び行動の障害,9591 ,214476 ,9591 ,940586 ,323024199 ,1416 ,1417 ,834313 ,2848 ,5521 ,1710866 ,45 ,33 ,60166 ,4615 ,63047 ,4930661 ,1762 ,5730 ,1876234 ,5265 ,532875 ,8088736 ,1592 ,12669 ,2388221 ,221 ,3806 ,727495 ,7757 ,83677 ,17001600 ,1146 ,17189 ,1439598 ,65 ,81 ,330246 ,15 ,19 ,31372 ,1 ,4 ,11030 ,38 ,85 ,43840 ,9558 ,212617 ,275884658 ,827 ,1744 ,7608753 ,8788 ,605324 ,412115654 
,　　統合失調症，統合失調症型障害及び妄想性障害,131404 ,3836684 ,131404 ,14333062 ,4944375602 ,967 ,969 ,310260 ,28442 ,62256 ,23272183 ,106 ,95 ,543175 ,56144 ,490831 ,40333276 ,12444 ,39507 ,9869737 ,69481 ,7969585 ,183041100 ,13613 ,86881 ,37580093 ,2529 ,35269 ,7399970 ,126077 ,1513460 ,288155140 ,18414 ,299643 ,22084930 ,402 ,464 ,3207014 ,192 ,496 ,443288 ,3 ,21 ,31140 ,88 ,189 ,79638 ,131226 ,3832905 ,4327917235 ,-,-,-,130481 ,11182646 ,7388084166 
,　　気分［感情］障害（躁うつ病を含む）,28483 ,716257 ,28483 ,3091544 ,1110827162 ,732 ,734 ,232966 ,7047 ,15469 ,5554213 ,94 ,81 ,120949 ,11590 ,138643 ,11982576 ,4366 ,15925 ,5411251 ,16230 ,1822637 ,31098398 ,3059 ,28237 ,8177770 ,2390 ,50501 ,10450791 ,24356 ,248274 ,56727911 ,3916 ,54826 ,5622510 ,184 ,260 ,3585579 ,119 ,268 ,510825 ,8 ,39 ,42760 ,76 ,162 ,76614 ,28352 ,712001 ,962360002 ,260 ,3213 ,7909191 ,28118 ,2047549 ,1329816540 
,　　神経症性障害，ストレス関連障害及び身体表現性障害,7367 ,157976 ,7367 ,743891 ,268608340 ,465 ,466 ,189096 ,1861 ,3848 ,1371528 ,52 ,52 ,289559 ,3377 ,47291 ,4853109 ,1632 ,7360 ,2517249 ,4600 ,432996 ,7027987 ,1413 ,9617 ,4246564 ,649 ,18186 ,3782998 ,5150 ,49584 ,10611508 ,1198 ,16079 ,2266381 ,177 ,385 ,4718622 ,130 ,268 ,556074 ,18 ,86 ,497252 ,77 ,178 ,94528 ,7312 ,157378 ,225245884 ,-,-,-,7092 ,430879 ,282695344 
,　　知的障害〈精神遅滞〉,4317 ,125544 ,4317 ,508052 ,191805014 ,33 ,34 ,11232 ,943 ,1758 ,727430 ,2 ,1 ,348 ,1848 ,18735 ,1598276 ,539 ,1812 ,370591 ,2477 ,278270 ,4907651 ,377 ,3317 ,1569380 ,853 ,10195 ,2087412 ,2528 ,29418 ,5701030 ,1391 ,38945 ,4006210 ,27 ,29 ,173967 ,9 ,12 ,70907 ,-,-,-,6 ,12 ,3720 ,4304 ,125487 ,170576535 ,-,-,-,4231 ,363527 ,239719692 
,　　その他の精神及び行動の障害,14680 ,385148 ,14680 ,1578901 ,630365663 ,489 ,493 ,160732 ,3261 ,6645 ,2556996 ,61 ,52 ,128536 ,5718 ,90827 ,7267789 ,2659 ,12303 ,3685680 ,7522 ,776575 ,13694467 ,2187 ,26426 ,9095252 ,2384 ,113957 ,26172839 ,9648 ,99490 ,19768258 ,3274 ,66333 ,7573349 ,249 ,519 ,5024308 ,83 ,173 ,547299 ,19 ,105 ,108254 ,65 ,138 ,58960 ,14613 ,381903 ,525971980 ,185 ,2554 ,8481733 ,14167 ,1085743 ,702234160 
,Ⅵ　神経系の疾患,125850 ,2767439 ,125850 ,12219552 ,5990033820 ,9133 ,9140 ,3608892 ,38838 ,79093 ,28003243 ,2192 ,2273 ,7940328 ,46255 ,735922 ,72014516 ,34271 ,113397 ,41856132 ,57266 ,5405170 ,103445216 ,17787 ,211195 ,88888934 ,48192 ,1518323 ,352675237 ,27548 ,249113 ,47907235 ,36453 ,1116700 ,211654524 ,5891 ,8773 ,174973112 ,4333 ,7434 ,33202947 ,94 ,370 ,1427520 ,1990 ,2881 ,1220858 ,123339 ,2543153 ,3942722636 ,22974 ,215615 ,877754117 ,115138 ,7871441 ,4956555700 
,　　パ－キンソン病,15905 ,410941 ,15905 ,1859944 ,897524745 ,633 ,635 ,194428 ,4820 ,10938 ,3712426 ,245 ,252 ,436625 ,4614 ,94314 ,7640483 ,4936 ,17725 ,7471233 ,5975 ,757793 ,19745667 ,2143 ,31237 ,11051180 ,10535 ,374353 ,86579282 ,744 ,5995 ,1266855 ,4785 ,154524 ,17655695 ,469 ,728 ,21825525 ,168 ,303 ,1249928 ,3 ,4 ,550 ,112 ,176 ,60850 ,15826 ,384266 ,637914782 ,1961 ,26652 ,80613257 ,15208 ,1285691 ,743876314 
,　　アルツハイマ－病,34710 ,962222 ,34710 ,2808006 ,1338993751 ,906 ,909 ,274005 ,3470 ,6850 ,2458067 ,87 ,82 ,181304 ,9942 ,163988 ,12066613 ,5509 ,20877 ,6731025 ,11931 ,1151926 ,19099994 ,4307 ,68406 ,19735332 ,3838 ,76282 ,14895646 ,20918 ,188695 ,35860830 ,7585 ,166745 ,15596434 ,354 ,577 ,3097767 ,59 ,163 ,245081 ,-,-,-,81 ,167 ,60390 ,34680 ,957651 ,1196058504 ,415 ,4414 ,12331204 ,33456 ,2760241 ,1780512310 
