平成２９年　社会医療診療行為別統計　平成２９年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告書Ⅰ　医科診療　第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　その他の損傷及びその他の外因の影響,1890607 ,4627402 ,1890607 ,22679308 ,5557052600 ,1796339 ,3746163 ,586774979 ,563394 ,763186 ,131855951 ,25006 ,48768 ,93154378 ,305647 ,1958886 ,204860281 ,873541 ,2426887 ,563779644 ,1182695 ,8559130 ,217604203 ,150749 ,373276 ,144169084 ,166844 ,1936351 ,395120341 ,4612 ,12771 ,4393612 ,704571 ,1822230 ,403714257 ,143178 ,153010 ,913358506 ,43200 ,76916 ,118982197 ,268 ,1380 ,2292206 ,5489 ,10980 ,5477692 ,57811 ,563922 ,1076534327 ,26270 ,225047 ,694298488 ,57741 ,2241679 ,1401360697 
入院,総数,2265933 ,34662672 ,2265933 ,165895361 ,117805076258 ,367380 ,289364 ,133572398 ,1139179 ,2587674 ,902382847 ,52508 ,51894 ,189893684 ,897372 ,13660911 ,1542651652 ,699836 ,2337173 ,803261746 ,1172706 ,68433562 ,1322516204 ,488937 ,3664816 ,2012711041 ,735798 ,28774661 ,6420553221 ,253207 ,2938984 ,582628616 ,471022 ,7029351 ,2109220960 ,480283 ,843759 ,20279685583 ,300093 ,562957 ,2605886162 ,21828 ,154218 ,343035732 ,201589 ,292972 ,176804858 ,2138034 ,24446727 ,42883545152 ,985150 ,9813637 ,35479042298 ,2102628 ,93120669 ,58402649917 
,Ⅰ　感染症及び寄生虫症,56215 ,699639 ,56215 ,3836673 ,2479820556 ,18482 ,14689 ,7115779 ,30065 ,62962 ,20770796 ,1137 ,1129 ,4191348 ,28581 ,560753 ,53542912 ,22769 ,80130 ,24640967 ,32924 ,1630245 ,49605807 ,16917 ,144840 ,76592980 ,14546 ,396359 ,83804777 ,1386 ,10432 ,2115520 ,12286 ,217610 ,62502378 ,5231 ,14576 ,121384592 ,1768 ,3766 ,14532739 ,300 ,955 ,1015370 ,3937 ,6335 ,2977986 ,52286 ,423078 ,819307806 ,29243 ,268398 ,1135077589 ,49488 ,1668976 ,1055670736 
,　　腸管感染症,20456 ,147987 ,20456 ,808279 ,502075751 ,10267 ,8283 ,4325199 ,10659 ,19126 ,6207553 ,233 ,223 ,866857 ,8806 ,128748 ,13257930 ,7169 ,22470 ,7599459 ,12856 ,363337 ,5624860 ,5661 ,35430 ,12954188 ,2017 ,53480 ,11117850 ,123 ,660 ,148700 ,2158 ,26329 ,6798342 ,588 ,1020 ,10266576 ,297 ,562 ,1434558 ,14 ,48 ,97580 ,879 ,1535 ,827356 ,19204 ,77706 ,166583553 ,13209 ,69291 ,253935520 ,18114 ,297992 ,191978207 
,　　結　　　核,2696 ,54391 ,2696 ,492953 ,134232850 ,547 ,511 ,167516 ,1821 ,5126 ,1472530 ,31 ,28 ,113187 ,2303 ,92046 ,8518853 ,2172 ,12720 ,3015484 ,2241 ,256584 ,3993263 ,1241 ,16215 ,6158471 ,962 ,22353 ,4423904 ,113 ,986 ,189115 ,1399 ,30639 ,4209960 ,143 ,380 ,3005187 ,38 ,76 ,397286 ,7 ,16 ,14580 ,367 ,892 ,309485 ,2681 ,52917 ,93885601 ,94 ,1329 ,4264560 ,2515 ,147158 ,94613347 
,　　主として性的伝播様式をとる感染症,542 ,5800 ,542 ,30158 ,14358488 ,74 ,63 ,26846 ,244 ,461 ,161700 ,6 ,4 ,16285 ,270 ,4299 ,389764 ,123 ,522 ,152020 ,353 ,14085 ,273424 ,181 ,1081 ,599900 ,58 ,1401 ,306186 ,76 ,824 ,157840 ,127 ,1153 ,239767 ,173 ,211 ,1323007 ,139 ,190 ,384405 ,2 ,4 ,440 ,124 ,182 ,84438 ,493 ,4606 ,6647691 ,196 ,1072 ,3594775 ,467 ,14976 ,9500813 
,　　皮膚及び粘膜の病変を伴うウイルス疾患,5058 ,55899 ,5058 ,304348 ,169073656 ,1439 ,1269 ,454404 ,2829 ,5773 ,1800829 ,88 ,88 ,314713 ,1703 ,28600 ,2527922 ,1530 ,4049 ,1279698 ,3515 ,153117 ,3259333 ,1263 ,8542 ,5599090 ,975 ,31311 ,7081815 ,80 ,468 ,89370 ,865 ,14359 ,2599791 ,167 ,328 ,3841037 ,203 ,735 ,643240 ,5 ,18 ,78710 ,175 ,244 ,102125 ,4761 ,33137 ,65700867 ,2856 ,22294 ,73699600 ,4855 ,147788 ,93961025 
,　　ウイルス肝炎,2693 ,34637 ,2693 ,208260 ,118319988 ,407 ,333 ,126583 ,1421 ,3100 ,1028862 ,61 ,57 ,163178 ,1629 ,33856 ,3554547 ,1136 ,4489 ,1533585 ,1591 ,102303 ,18036982 ,895 ,6583 ,4610481 ,580 ,14507 ,2962062 ,115 ,774 ,186250 ,628 ,6802 ,2609615 ,409 ,763 ,5800211 ,60 ,122 ,262256 ,17 ,47 ,62530 ,361 ,565 ,327310 ,2557 ,25298 ,47733783 ,779 ,8639 ,29321533 ,2517 ,93567 ,60578539 
,　　その他のウイルス疾患,2449 ,29420 ,2449 ,156499 ,98129860 ,766 ,681 ,265922 ,1136 ,2215 ,739290 ,34 ,34 ,131543 ,1319 ,22992 ,2474224 ,923 ,2515 ,953041 ,1389 ,62855 ,2951687 ,710 ,5293 ,3997769 ,498 ,16219 ,3796094 ,43 ,285 ,58470 ,401 ,13439 ,1675040 ,76 ,248 ,1991457 ,27 ,52 ,107792 ,6 ,8 ,880 ,192 ,326 ,177558 ,2319 ,18961 ,40497887 ,1214 ,10326 ,38310706 ,2276 ,74004 ,45622607 
,　　真　菌　症,5432 ,115846 ,5432 ,644518 ,329344075 ,469 ,342 ,142353 ,2405 ,5707 ,2035014 ,189 ,200 ,735021 ,2969 ,77754 ,6393125 ,2150 ,10692 ,2959053 ,3356 ,271412 ,7034951 ,1673 ,22689 ,13952419 ,2446 ,87142 ,18288069 ,447 ,4839 ,929775 ,1995 ,47027 ,9481947 ,610 ,1554 ,15646490 ,239 ,488 ,2014886 ,36 ,207 ,260470 ,435 ,667 ,305284 ,5094 ,93081 ,157046549 ,1314 ,20717 ,92019833 ,4926 ,304936 ,188162014 
,　　感染症及び寄生虫症の続発・後遺症,414 ,10748 ,414 ,54604 ,22582921 ,17 ,16 ,4787 ,116 ,278 ,100188 ,13 ,14 ,88693 ,178 ,4301 ,364451 ,140 ,656 ,170482 ,232 ,24727 ,352030 ,87 ,868 ,461150 ,218 ,5526 ,1180983 ,21 ,214 ,34670 ,209 ,7201 ,1448011 ,12 ,23 ,429310 ,7 ,10 ,45821 ,-,-,-,10 ,26 ,9080 ,414 ,10744 ,17721773 ,-,-,-,400 ,32605 ,19239837 
,　　その他の感染症及び寄生虫症,16475 ,244911 ,16475 ,1137054 ,1091702967 ,4496 ,3191 ,1602169 ,9434 ,21176 ,7224830 ,482 ,481 ,1761871 ,9404 ,168157 ,16062096 ,7426 ,22017 ,6978145 ,7391 ,381825 ,8079277 ,5206 ,48139 ,28259512 ,6792 ,164420 ,34647814 ,368 ,1382 ,321330 ,4504 ,70661 ,33439905 ,3053 ,10049 ,79081317 ,758 ,1531 ,9242495 ,213 ,607 ,500180 ,1394 ,1898 ,835350 ,14763 ,106628 ,223490102 ,9581 ,134730 ,639931062 ,13418 ,555950 ,352014347 
,Ⅱ　新生物,297713 ,3449777 ,297713 ,15255880 ,19146228422 ,20483 ,13376 ,5963166 ,216436 ,526527 ,185983227 ,7202 ,7035 ,21463607 ,100525 ,1230725 ,183916814 ,85032 ,223554 ,87698715 ,152342 ,7217357 ,225687762 ,89356 ,501837 ,544819589 ,56165 ,1088970 ,238758995 ,3265 ,9743 ,2091595 ,31098 ,337043 ,78821973 ,113242 ,213274 ,4518545932 ,71124 ,173278 ,837723483 ,16468 ,140704 ,328486584 ,98769 ,146655 ,101125990 ,270868 ,1100511 ,2848805555 ,221174 ,2323771 ,8935619756 ,281834 ,7920656 ,5195096954 
,　　胃の悪性新生物,24508 ,291552 ,24508 ,1305445 ,1542866936 ,1934 ,1303 ,565410 ,18722 ,48236 ,16002462 ,521 ,521 ,1736135 ,10507 ,107448 ,17915132 ,6759 ,21554 ,7453924 ,13400 ,620634 ,14879679 ,6966 ,45669 ,22022588 ,5109 ,86579 ,18184858 ,213 ,627 ,137505 ,2635 ,30563 ,5856691 ,10776 ,20186 ,454203169 ,5022 ,16581 ,71430558 ,315 ,1323 ,1955222 ,9140 ,13427 ,8852325 ,22496 ,98611 ,230460362 ,18560 ,192064 ,671036289 ,22525 ,583519 ,388030057 
,　　結腸の悪性新生物,24831 ,283216 ,24831 ,1343291 ,1579028890 ,2320 ,1721 ,705726 ,17618 ,45139 ,15660393 ,480 ,466 ,1248082 ,10224 ,126063 ,19195397 ,7479 ,27757 ,9330424 ,12637 ,631427 ,13716283 ,7756 ,47743 ,41334974 ,5373 ,99675 ,20727854 ,214 ,695 ,140975 ,3125 ,35039 ,8431605 ,9041 ,15620 ,429625342 ,6190 ,19943 ,84950664 ,193 ,688 ,1219556 ,7795 ,11050 ,6555611 ,22902 ,110531 ,264975600 ,16252 ,169619 ,660946406 ,22505 ,571986 ,374472238 
,　　直腸Ｓ状結腸移行部及び直腸の悪性新生物,13609 ,164080 ,13609 ,797479 ,1010784868 ,901 ,585 ,262950 ,10705 ,28071 ,9761139 ,387 ,377 ,664525 ,4976 ,65791 ,8393091 ,3826 ,16231 ,5025756 ,7619 ,399633 ,10077186 ,4579 ,26884 ,30211305 ,2760 ,47815 ,9946766 ,127 ,350 ,71940 ,1708 ,18643 ,4041494 ,5365 ,9153 ,315122679 ,3921 ,12919 ,59193264 ,303 ,2182 ,3835458 ,3920 ,5587 ,3466710 ,12306 ,55037 ,130575157 ,10027 ,108173 ,420134968 ,12598 ,342125 ,226610924 
,　　肝及び肝内胆管の悪性新生物,13586 ,151634 ,13586 ,735096 ,777789858 ,904 ,543 ,256921 ,10032 ,23082 ,7902633 ,393 ,342 ,1176370 ,3844 ,55280 ,6166479 ,5353 ,8024 ,5796022 ,6798 ,418902 ,14499846 ,2229 ,16769 ,6634020 ,1935 ,30523 ,6346347 ,103 ,321 ,61640 ,1491 ,12993 ,3905406 ,6838 ,9635 ,240643225 ,1241 ,3299 ,16262296 ,304 ,1688 ,5596184 ,1791 ,2175 ,1310278 ,12338 ,48391 ,113974236 ,10893 ,103062 ,347257285 ,13145 ,370738 ,251280397 
,　　気管，気管支及び肺の悪性新生物,33379 ,407672 ,33379 ,1945936 ,2104843042 ,2251 ,1343 ,636548 ,24940 ,61952 ,22122270 ,1154 ,1194 ,5652105 ,14872 ,172284 ,35709992 ,11939 ,37207 ,12725495 ,17980 ,994368 ,40517567 ,12914 ,54585 ,125223212 ,6916 ,108054 ,23016212 ,316 ,948 ,195100 ,3647 ,46481 ,9825613 ,4425 ,6936 ,316475944 ,3212 ,10119 ,67222411 ,2557 ,25263 ,48608678 ,9697 ,18218 ,11621498 ,30342 ,148200 ,355578201 ,24686 ,258619 ,1029705066 ,32020 ,1013291 ,659793524 
,　　乳房の悪性新生物,15004 ,129674 ,15004 ,575360 ,827192203 ,474 ,240 ,128640 ,12331 ,29678 ,10821334 ,177 ,181 ,632760 ,2948 ,32699 ,3332212 ,3539 ,6416 ,2834204 ,7837 ,274516 ,5582466 ,4179 ,11739 ,24423910 ,2929 ,34033 ,7383018 ,160 ,646 ,122065 ,1687 ,16586 ,2471036 ,7886 ,9137 ,273834534 ,7141 ,11942 ,65344440 ,409 ,4852 ,7504294 ,6847 ,13302 ,14185880 ,13719 ,44840 ,100768509 ,11669 ,84536 ,307822731 ,14643 ,313080 ,203362384 
,　　子宮の悪性新生物,7500 ,74845 ,7500 ,333788 ,449118279 ,339 ,182 ,96681 ,5954 ,14052 ,4904097 ,191 ,189 ,472620 ,1424 ,12813 ,1465989 ,1297 ,1935 ,761492 ,4439 ,185843 ,3073027 ,3581 ,9122 ,13089790 ,577 ,8644 ,1851603 ,94 ,248 ,50145 ,415 ,2950 ,703140 ,2420 ,4683 ,107686216 ,1832 ,4868 ,22592672 ,977 ,10036 ,27741892 ,2201 ,3629 ,2169210 ,6413 ,15664 ,44741974 ,6358 ,58862 ,217717051 ,7098 ,168147 ,110517267 
,　　悪性リンパ腫,11932 ,191625 ,11932 ,825727 ,1120470792 ,808 ,587 ,231245 ,9789 ,27664 ,9848344 ,245 ,215 ,501295 ,4697 ,69891 ,9221313 ,4385 ,7687 ,3219442 ,6832 ,386856 ,9935944 ,7470 ,39189 ,42898034 ,3293 ,68046 ,14780611 ,211 ,597 ,119520 ,943 ,10198 ,2839023 ,3532 ,11939 ,75942292 ,805 ,1386 ,5846555 ,813 ,5606 ,9099686 ,3157 ,4296 ,2629080 ,10554 ,40373 ,120047348 ,10035 ,151114 ,813310230 ,11494 ,489114 ,322645263 
,　　白　血　病,5733 ,110625 ,5733 ,508680 ,819772663 ,623 ,482 ,186536 ,4333 ,11852 ,4727967 ,166 ,134 ,353382 ,3388 ,67080 ,8851352 ,2198 ,6886 ,1835339 ,3015 ,207612 ,14587274 ,3479 ,38214 ,42631212 ,1781 ,30464 ,6336613 ,149 ,409 ,81380 ,633 ,5059 ,1545586 ,3704 ,23925 ,149968588 ,474 ,814 ,1188479 ,690 ,2159 ,1537200 ,2050 ,2971 ,1633786 ,5205 ,28901 ,150171251 ,4504 ,81628 ,434135818 ,5506 ,284783 ,189020179 
,　　その他の悪性新生物,106348 ,1299020 ,106348 ,5332968 ,6713366788 ,7684 ,4599 ,2134657 ,75671 ,181071 ,64475563 ,3126 ,3074 ,7835165 ,33370 ,404552 ,56140152 ,30042 ,69071 ,28572281 ,51862 ,2433324 ,84404002 ,30866 ,176523 ,161414373 ,20023 ,400608 ,88441735 ,1373 ,3451 ,776735 ,10802 ,119210 ,28946306 ,36528 ,65564 ,1423432636 ,23806 ,54611 ,264577069 ,9413 ,84564 ,213819612 ,31098 ,43591 ,29704770 ,96473 ,386628 ,1013652899 ,79299 ,901965 ,3244856587 ,100550 ,2982712 ,1955294202 
,　　良性新生物及びその他の新生物,41283 ,345834 ,41283 ,1552110 ,2200994103 ,2245 ,1791 ,757852 ,26341 ,55730 ,19757025 ,362 ,342 ,1191168 ,10275 ,116824 ,17525705 ,8215 ,20786 ,10144336 ,19923 ,664242 ,14414488 ,5337 ,35400 ,34936171 ,5469 ,174529 ,41743378 ,305 ,1451 ,334590 ,4012 ,39321 ,10256073 ,22727 ,36496 ,731611307 ,17480 ,36796 ,179115075 ,494 ,2343 ,7568802 ,21073 ,28409 ,18996842 ,38120 ,123335 ,323860018 ,28891 ,214129 ,788697325 ,39750 ,801161 ,514070519 
,Ⅲ　血液及び造血器の疾患並びに免疫機構の障害,22932 ,281061 ,22932 ,1481338 ,1132395182 ,3851 ,2845 ,1280248 ,11092 ,24006 ,8573113 ,447 ,422 ,2404239 ,13825 ,203990 ,23689131 ,7469 ,25272 ,8181653 ,14326 ,679235 ,13927210 ,8441 ,58037 ,58126792 ,5112 ,129616 ,27033021 ,616 ,5705 ,1117060 ,5318 ,55773 ,17610233 ,7878 ,26554 ,151570103 ,1437 ,2505 ,8954804 ,425 ,1154 ,704990 ,2553 ,3713 ,1965909 ,18650 ,154126 ,294761683 ,9308 ,108274 ,512402023 ,18035 ,648361 ,414079576 
,　　貧　　血,14487 ,162706 ,14487 ,930986 ,475301007 ,1893 ,1487 ,615920 ,5822 ,12292 ,4505468 ,228 ,212 ,846926 ,9281 ,130946 ,15002955 ,4078 ,16299 ,5108725 ,10385 ,461035 ,7822976 ,6107 ,36726 ,17913295 ,2541 ,66158 ,13487138 ,437 ,4708 ,908000 ,3852 ,34955 ,10119112 ,5442 ,17467 ,76616324 ,883 ,1415 ,3664121 ,234 ,562 ,237410 ,1182 ,1851 ,960869 ,10961 ,111927 ,197799117 ,3439 ,32920 ,119657571 ,10549 ,380605 ,239445367 
,　　その他の血液及び造血器の疾患並びに免疫機構の障害,8445 ,118355 ,8445 ,550352 ,657094175 ,1958 ,1358 ,664328 ,5270 ,11714 ,4067645 ,219 ,210 ,1557313 ,4544 ,73044 ,8686176 ,3391 ,8973 ,3072928 ,3941 ,218200 ,6104234 ,2334 ,21311 ,40213497 ,2571 ,63458 ,13545883 ,179 ,997 ,209060 ,1466 ,20818 ,7491121 ,2436 ,9087 ,74953779 ,554 ,1090 ,5290683 ,191 ,592 ,467580 ,1371 ,1862 ,1005040 ,7689 ,42199 ,96962566 ,5869 ,75354 ,392744452 ,7486 ,267756 ,174634209 
,Ⅳ　内分泌、栄養及び代謝疾患 ,70648 ,1027501 ,70648 ,5591090 ,2790667625 ,11587 ,8962 ,4008548 ,36777 ,92334 ,29495470 ,8017 ,7441 ,20599670 ,31666 ,791202 ,59081963 ,25122 ,89268 ,29899162 ,39212 ,2596069 ,44759546 ,18907 ,190179 ,90900645 ,19791 ,535117 ,111303781 ,2921 ,26802 ,5569558 ,15390 ,223035 ,67490687 ,6171 ,9928 ,167913266 ,3528 ,5386 ,17216211 ,160 ,670 ,1069962 ,3021 ,4962 ,2814103 ,66731 ,750115 ,1325890987 ,27887 ,259357 ,812013073 ,65534 ,2816069 ,1784618594 
,　　甲状腺障害,3049 ,40482 ,3049 ,242659 ,117417073 ,380 ,314 ,132216 ,1669 ,3839 ,1512597 ,63 ,58 ,130195 ,1672 ,32822 ,3445216 ,1042 ,4150 ,1413243 ,1973 ,122642 ,2020411 ,826 ,5837 ,5427639 ,610 ,17968 ,3715423 ,231 ,2158 ,484670 ,709 ,10611 ,2545003 ,594 ,722 ,10711453 ,510 ,835 ,4178312 ,88 ,409 ,604012 ,560 ,832 ,523030 ,2695 ,29814 ,49632765 ,1101 ,9648 ,30879584 ,2792 ,108061 ,67962135 
,　　糖　尿　病,35682 ,551851 ,35682 ,2924975 ,1442585227 ,3526 ,2937 ,1120949 ,19834 ,56289 ,16936265 ,6989 ,6442 ,17159103 ,13680 ,438956 ,26525992 ,11058 ,36181 ,12511169 ,19640 ,1384222 ,22215946 ,7923 ,89586 ,25447526 ,9839 ,258819 ,53039575 ,1139 ,9833 ,1979753 ,6591 ,91523 ,38741142 ,3249 ,4934 ,103511806 ,1990 ,2764 ,6026700 ,22 ,69 ,196340 ,1083 ,1781 ,908713 ,33716 ,394726 ,682759334 ,14051 ,145738 ,433119769 ,34073 ,1609922 ,1026228347 
,　　その他の内分泌，栄養及び代謝疾患,31917 ,435168 ,31917 ,2423456 ,1230665325 ,7681 ,5711 ,2755383 ,15274 ,32206 ,11046608 ,965 ,941 ,3310372 ,16314 ,319424 ,29110755 ,13022 ,48937 ,15974750 ,17599 ,1089205 ,20523189 ,10158 ,94756 ,60025480 ,9342 ,258330 ,54548783 ,1551 ,14811 ,3105135 ,8090 ,120901 ,26204542 ,2328 ,4272 ,53690007 ,1028 ,1787 ,7011199 ,50 ,192 ,269610 ,1378 ,2349 ,1382360 ,30320 ,325575 ,593498888 ,12735 ,103971 ,348013720 ,28669 ,1098086 ,690428112 
,Ⅴ　精神及び行動の障害,216081 ,5958028 ,216081 ,22844196 ,8444437831 ,5659 ,5093 ,2165548 ,47001 ,104053 ,38891515 ,412 ,375 ,708050 ,85949 ,937793 ,77251427 ,26868 ,95820 ,29252106 ,109390 ,12264563 ,225067355 ,24328 ,192890 ,74867062 ,12335 ,321835 ,68911956 ,187056 ,2362360 ,468130223 ,33049 ,603448 ,56546578 ,1304 ,2006 ,15689246 ,486 ,854 ,1848126 ,44 ,325 ,696389 ,390 ,850 ,385568 ,215567 ,5940329 ,7349480164 ,1594 ,10887 ,34387575 ,212406 ,17238721 ,11260775208 
,　　血管性及び詳細不明の認知症,22167 ,619410 ,22167 ,1688201 ,887247776 ,698 ,667 ,202427 ,2376 ,4981 ,1816080 ,40 ,34 ,68804 ,5361 ,90632 ,6573687 ,3237 ,12088 ,4263483 ,6421 ,630348 ,8292412 ,2206 ,33495 ,8951014 ,3065 ,59101 ,11214315 ,13030 ,136296 ,25864070 ,4185 ,100722 ,11271933 ,196 ,330 ,1319555 ,19 ,35 ,67864 ,-,-,-,40 ,73 ,26990 ,22151 ,616828 ,800450047 ,227 ,2491 ,6811180 ,21568 ,1811650 ,1128947407 
,　　精神作用物質使用による精神及び行動の障害,9797 ,214985 ,9797 ,943218 ,333476794 ,1632 ,1522 ,918503 ,3061 ,5893 ,2227900 ,38 ,31 ,48142 ,4646 ,64356 ,5070478 ,1770 ,5944 ,1966394 ,5230 ,524072 ,7551099 ,1560 ,12540 ,2619950 ,277 ,4790 ,961731 ,7853 ,90846 ,18541468 ,1116 ,18235 ,1577757 ,74 ,96 ,376361 ,10 ,10 ,10782 ,2 ,2 ,330 ,48 ,99 ,51490 ,9740 ,212347 ,281662273 ,929 ,2390 ,9886206 ,8935 ,604660 ,410675328 
,　　統合失調症，統合失調症型障害及び妄想性障害,127162 ,3697336 ,127162 ,14012654 ,4881457804 ,1133 ,1000 ,335877 ,27810 ,63340 ,23765961 ,99 ,87 ,82296 ,53028 ,473640 ,38724966 ,12254 ,39386 ,10205864 ,65939 ,7691493 ,154127632 ,13595 ,81722 ,40095707 ,2468 ,40465 ,8557273 ,122117 ,1632492 ,314331562 ,17623 ,294294 ,22074817 ,408 ,477 ,3002614 ,152 ,241 ,405191 ,7 ,94 ,139460 ,90 ,212 ,83876 ,126981 ,3693331 ,4265516548 ,1 ,1 ,2551 ,126231 ,10779446 ,7102652420 
,　　気分［感情］障害（躁うつ病を含む）,28683 ,716093 ,28683 ,3131373 ,1142563945 ,928 ,835 ,283872 ,7173 ,16073 ,5835158 ,83 ,78 ,114309 ,11512 ,140229 ,12045634 ,4329 ,15534 ,5415518 ,16270 ,1825584 ,29064574 ,2836 ,24854 ,7850017 ,2195 ,48427 ,10195190 ,25328 ,287328 ,65466718 ,3922 ,56786 ,5582883 ,170 ,221 ,2674398 ,103 ,199 ,353654 ,4 ,50 ,236033 ,73 ,149 ,61388 ,28587 ,712305 ,990768238 ,221 ,2624 ,6591164 ,28319 ,2045265 ,1330596941 
,　　神経症性障害，ストレス関連障害及び身体表現性障害,7775 ,165767 ,7775 ,768329 ,290957896 ,613 ,475 ,224229 ,1910 ,4162 ,1530926 ,48 ,44 ,141087 ,3449 ,49236 ,5156174 ,1712 ,7494 ,2593767 ,4723 ,437638 ,6699387 ,1403 ,9882 ,5007631 ,626 ,18354 ,3830350 ,5588 ,59358 ,12879495 ,1192 ,15522 ,2463124 ,170 ,390 ,4453029 ,109 ,226 ,442318 ,20 ,129 ,244876 ,81 ,197 ,110646 ,7708 ,165182 ,245143699 ,2 ,12 ,36878 ,7468 ,455345 ,297394434 
,　　知的障害〈精神遅滞〉,4721 ,135902 ,4721 ,593813 ,213843552 ,44 ,40 ,13969 ,1097 ,2138 ,877310 ,8 ,7 ,36650 ,2023 ,21705 ,1786139 ,607 ,2207 ,551490 ,2772 ,331397 ,5371873 ,443 ,4012 ,1700301 ,977 ,12336 ,2495300 ,2870 ,37339 ,7267235 ,1530 ,46713 ,4818343 ,23 ,32 ,279363 ,20 ,31 ,145304 ,-,-,-,9 ,22 ,8120 ,4705 ,135834 ,188492155 ,-,-,-,4627 ,393096 ,256425851 
,　　その他の精神及び行動の障害,15776 ,408535 ,15776 ,1706608 ,694890064 ,611 ,554 ,186671 ,3574 ,7466 ,2838180 ,96 ,94 ,216762 ,5930 ,97995 ,7894349 ,2959 ,13167 ,4255590 ,8035 ,824031 ,13960378 ,2285 ,26385 ,8642442 ,2727 ,138362 ,31657797 ,10270 ,118701 ,23779675 ,3481 ,71176 ,8757721 ,263 ,460 ,3583926 ,73 ,112 ,423013 ,11 ,50 ,75690 ,49 ,98 ,43058 ,15695 ,404502 ,577447204 ,214 ,3369 ,11059596 ,15258 ,1149259 ,734082827 
,Ⅵ　神経系の疾患,133685 ,2925505 ,133685 ,12948721 ,6445253258 ,12003 ,9580 ,4281755 ,42425 ,89711 ,32024848 ,2736 ,2856 ,9852102 ,48192 ,762404 ,76077331 ,36554 ,119560 ,45153690 ,59197 ,5542572 ,103945960 ,17834 ,206151 ,82358082 ,52467 ,1780934 ,412147548 ,31192 ,319288 ,62010780 ,37830 ,1178577 ,222922505 ,6415 ,9761 ,202927468 ,4829 ,8041 ,37790267 ,53 ,217 ,398410 ,2123 ,2945 ,1269403 ,131074 ,2681355 ,4207409020 ,24715 ,234172 ,944259357 ,122618 ,8296793 ,5082981535 
,　　パ－キンソン病,16437 ,414736 ,16437 ,1949192 ,946625049 ,897 ,753 ,264060 ,5186 ,12268 ,4160586 ,321 ,328 ,669923 ,4831 ,95982 ,8066428 ,5350 ,19162 ,8331503 ,6291 ,766073 ,20920465 ,2072 ,29856 ,9520204 ,11200 ,443613 ,102016140 ,740 ,6250 ,1335965 ,4738 ,159153 ,18049098 ,473 ,711 ,28879847 ,176 ,263 ,1931714 ,2 ,9 ,8250 ,116 ,201 ,82898 ,16358 ,383691 ,648720778 ,2337 ,30879 ,93401590 ,15691 ,1279161 ,710139145 
,　　アルツハイマ－病,37862 ,1045578 ,37862 ,3069747 ,1478403174 ,1164 ,1111 ,337500 ,4042 ,8409 ,3050320 ,83 ,72 ,121147 ,10613 ,169753 ,12714214 ,5937 ,22943 ,7502232 ,12930 ,1248042 ,19447533 ,4517 ,71857 ,18857468 ,4282 ,85560 ,16195201 ,23706 ,244354 ,47003215 ,8040 ,171208 ,16718728 ,366 ,610 ,2899295 ,60 ,139 ,328957 ,2 ,18 ,49800 ,74 ,148 ,51650 ,37821 ,1039673 ,1317817308 ,486 ,5733 ,15253987 ,36631 ,2991897 ,1908863256 
